canonical_name,dog_base_severity,cat_base_severity,is_legume,position_reduction_eligible,has_content,occurrence_count
chicken_breast,neutral,neutral,False,True,false,33
oat_hulls,neutral,neutral,False,False,false,33
artichokes,neutral,neutral,False,False,false,33
scallop,neutral,neutral,False,False,false,33
manganese_sulfate_monohydrate,neutral,neutral,False,False,false,33
lamb_heart,neutral,neutral,False,True,false,32
copper_glycine_complex,neutral,neutral,False,False,false,32
hickory_smoke_flavor,neutral,neutral,False,False,false,32
cheese_powder,neutral,neutral,False,False,false,30
sodium_silico_aluminate,neutral,neutral,False,False,false,30
rolled_oats,neutral,neutral,False,False,false,29
turkey_giblets,neutral,neutral,False,True,false,28
choline_bitartrate,neutral,neutral,False,False,false,28
distilled_vinegar,neutral,neutral,False,False,false,28
peanut_butter_flavor,neutral,neutral,False,False,false,28
tilapia,neutral,neutral,False,False,false,28
chamomile,neutral,neutral,False,False,false,27
annatto_extract,neutral,neutral,False,False,false,27
olive_oil,neutral,neutral,False,False,false,27
chicken_cartilage,neutral,neutral,False,True,false,27
peppermint,neutral,neutral,False,False,false,27
barley_flour,neutral,neutral,False,False,false,27
dandelion,neutral,neutral,False,False,false,26
zinc_methionine_hydroxy_analogue_chelate,neutral,neutral,False,False,false,26
manganese_methionine_hydroxy_analogue_chelate,neutral,neutral,False,False,false,26
copper_methionine_hydroxy_analogue_chelate,neutral,neutral,False,False,false,26
cysteine,neutral,neutral,False,False,false,26
lactobacillus_reuteri_fermentation_product,neutral,neutral,False,False,false,26
coconut_flour,neutral,neutral,False,False,false,25
spearmint,neutral,neutral,False,False,false,25
bacon_fat,neutral,neutral,False,False,false,25
chickpea_flour,neutral,neutral,True,False,false,25
lamb_lung,neutral,neutral,False,True,false,25
beef_tallow,neutral,neutral,False,True,false,25
crab,neutral,neutral,False,False,false,25
bananas,neutral,neutral,False,True,true,24
carrot_powder,neutral,neutral,False,False,false,24
chicory,neutral,neutral,False,False,false,24
pollock_oil,neutral,neutral,False,False,false,24
cabbage,neutral,neutral,False,False,false,24
beet_fiber,neutral,neutral,False,False,false,24
bifidobacterium_bifidum_fermentation_product,neutral,neutral,False,False,false,24
rye,neutral,neutral,False,False,false,23
turkey_bone_broth,neutral,neutral,False,True,false,23
safflower_oil,neutral,neutral,False,False,false,23
beef_hide,neutral,neutral,False,True,false,23
minerals?,neutral,neutral,False,False,false,23
silicon_dioxide,neutral,neutral,False,False,true,23
pineapple,neutral,neutral,False,False,false,22
dandelion_greens,neutral,neutral,False,False,false,22
collagen,neutral,neutral,False,False,false,22
bone_phosphate,neutral,neutral,False,False,false,22
catnip,neutral,neutral,False,False,false,22
green_pea,neutral,neutral,False,False,false,21
ferrous_glycine,neutral,neutral,False,False,false,21
sodium_aluminosilicate,neutral,neutral,False,False,false,21
grain_distillers_dried_yeast,neutral,neutral,False,False,false,21
vitamin_d,neutral,neutral,False,False,false,21
palm_oil,neutral,neutral,False,False,false,21
beef_gelatin,neutral,neutral,False,True,false,21
pork_flavor,neutral,neutral,False,False,false,21
calcium_stearate,neutral,neutral,False,False,true,21
marine_microalgae,neutral,neutral,False,False,false,20
beef_bone,neutral,neutral,False,True,false,20
citric_acid_for_freshness,neutral,neutral,False,False,false,20
lactobacillus_acidophilus_fermentation_product,neutral,neutral,False,False,false,20
turkey_heart,neutral,neutral,False,True,false,20
aloe_vera_gel_concentrate,neutral,neutral,False,False,false,20
ferrous_sulphate,neutral,neutral,False,False,false,20
betaine,neutral,neutral,False,False,false,20
modified_rice_starch,neutral,neutral,False,False,false,20
egg_shell_meal,neutral,neutral,False,False,false,20
sardines,neutral,neutral,False,False,false,20
tapioca_flour,neutral,neutral,False,False,false,20
navy_beans,neutral,neutral,False,False,false,20
pollock,neutral,neutral,False,False,false,20
yogurt,neutral,neutral,False,False,false,20
cherries,neutral,neutral,False,False,false,20
scallop_extract,neutral,neutral,False,False,false,20
cobalt_glucoheptonate,neutral,neutral,False,False,false,19
pineapple_stem,neutral,neutral,False,False,false,19
lamb_broth,neutral,neutral,False,True,false,19
turkey_flavor,neutral,neutral,False,False,false,19
lactobacillus_acidophilus_fermentation_product_dehydrated,neutral,neutral,False,False,false,19
garlic,neutral,neutral,False,False,false,19
lamb_tripe,neutral,neutral,False,True,false,19
catfish_meal,neutral,neutral,False,True,false,19
lamb_bone,neutral,neutral,False,True,false,19
fish_extract,neutral,neutral,False,False,false,19
poultry,neutral,neutral,False,False,false,19
carmine_color,neutral,neutral,False,False,false,19
tuna_meal,neutral,neutral,False,True,false,19
tuna_fillet,neutral,neutral,False,True,false,19
calcium_panthotenate,neutral,neutral,False,False,false,19
sweet_orange,neutral,neutral,False,False,false,19
chickpea,neutral,neutral,True,True,false,18
egg_and_chicken_flavor,neutral,neutral,False,False,false,18
purple_potatoes,neutral,neutral,False,False,false,18
sodium_carboxymethylcellulose,neutral,neutral,False,False,false,18
fennel,neutral,neutral,False,False,false,18
pollock_meal,neutral,neutral,False,False,false,18
ferrous_glycine_complex,neutral,neutral,False,False,false,18
porcine_plasma,neutral,neutral,False,False,false,18
rawhide,neutral,neutral,False,False,false,18
sodium_metabisulfite,neutral,neutral,False,False,false,18
glucono_delta_lactone,neutral,neutral,False,False,false,18
vitamins],neutral,neutral,False,False,false,18
chicken_by_product,neutral,neutral,False,True,false,18
cod_liver_oil,neutral,neutral,False,True,false,17
avocado_oil,neutral,neutral,False,False,false,17
sage_extract,neutral,neutral,False,False,false,17
turkey_by_product_meal,neutral,neutral,False,True,false,17
glyceryl_monostearate,neutral,neutral,False,False,false,17
apricot,neutral,neutral,False,False,false,17
pumpkinseeds,neutral,neutral,False,False,false,17
cassava_root_flour,neutral,neutral,False,False,false,17
crab_flavor,neutral,neutral,False,False,false,17
bonito_flakes,neutral,neutral,False,False,false,17
alfalfa,neutral,neutral,False,True,true,16
zucchini,neutral,neutral,False,True,true,16
tryptophan,neutral,neutral,False,False,false,16
faba_beans,neutral,neutral,False,False,false,16
dipotassium_phosphate,neutral,neutral,False,False,false,16
beef_spleen,neutral,neutral,False,True,false,16
sunflower_seeds,neutral,neutral,False,True,false,16
fish_bone_broth,neutral,neutral,False,False,false,16
calcium_phosphate,neutral,neutral,False,False,false,16
goat_milk,neutral,neutral,False,False,false,16
sodium_ascorbate,neutral,neutral,False,False,false,16
peanuts,neutral,neutral,False,False,false,16
peanut_flavor,neutral,neutral,False,False,false,16
avocado,neutral,neutral,False,False,false,15
rose_hips,neutral,neutral,False,False,false,15
parsley_flakes,neutral,neutral,False,False,false,15
lactobacillus_lactis_fermentation_product,neutral,neutral,False,False,false,15
malt_extract,neutral,neutral,False,False,false,15
potassium_carbonate,neutral,neutral,False,False,false,15
blueberry_powder,neutral,neutral,False,False,false,15
whey_protein_concentrate,neutral,neutral,False,False,false,15
milk_protein,neutral,neutral,False,False,false,15
modified_food_starch,neutral,neutral,False,False,true,15
wild_rice,neutral,neutral,False,False,false,14
oranges,neutral,neutral,False,False,false,14
betaine_anhydrous,neutral,neutral,False,False,false,14
blackberries,neutral,neutral,False,False,false,14
duck_liver,neutral,neutral,False,True,false,14
white_sweet_potatoes,neutral,neutral,False,False,false,14
lamb_green_tripe,neutral,neutral,False,True,false,14
cheddar_cheese,neutral,neutral,False,False,false,14
sunflower_meal*,neutral,neutral,False,True,false,14
vegetable_starch_modified,neutral,neutral,False,False,false,14
steamed_bone_meal,neutral,neutral,False,False,false,14
ferrous_fumarate,neutral,neutral,False,False,true,14
tuna_extract,neutral,neutral,False,True,false,14
skim_milk,neutral,neutral,False,False,false,14
lactobacillus_casei_fermentation_product,neutral,neutral,False,False,false,14
mango,neutral,neutral,False,True,true,13
threonine,neutral,neutral,False,False,false,13
disodium_phosphate,neutral,neutral,False,False,false,13
banana,neutral,neutral,False,False,false,13
malted_barley,neutral,neutral,False,False,false,13
beef_plasma,neutral,neutral,False,True,false,13
sardine_meal,neutral,neutral,False,True,false,13
copper_sulphate,neutral,neutral,False,False,false,13
hoki_oil,neutral,neutral,False,False,false,13
flounder,neutral,neutral,False,False,false,13
cumin,neutral,neutral,False,False,false,13
egg_powder,neutral,neutral,False,False,false,13
zinc_glycine_complex,neutral,neutral,False,False,false,13
monoglycerides,neutral,neutral,False,False,false,13
pork_hide,neutral,neutral,False,True,false,13
menhaden_oil),neutral,neutral,False,True,false,13
sweet_potato_flour,neutral,neutral,False,False,false,13
poultry_giblets,neutral,neutral,False,False,false,13
scallop_broth,neutral,neutral,False,False,false,13
celery_extract,neutral,neutral,False,False,false,13
copper_lysine_complex,neutral,neutral,False,False,false,12
manganese_methionine_complex,neutral,neutral,False,False,false,12
split_peas,neutral,neutral,False,False,false,12
rotisserie_chicken_flavor,neutral,neutral,False,False,false,12
calcium_lodate,neutral,neutral,False,False,false,12
turkey_gizzard,neutral,neutral,False,True,false,12
tomato_puree,neutral,neutral,False,False,false,12
carotene,neutral,neutral,False,False,false,12
chia,neutral,neutral,False,False,false,12
venison_liver,neutral,neutral,False,True,false,12
cauliflower,neutral,neutral,False,False,false,12
sodium_bicarbonate,neutral,neutral,False,False,false,12
spelt,neutral,neutral,False,False,false,12
vanilla,neutral,neutral,False,False,false,12
gum_arabic,neutral,neutral,False,False,false,12
pot_marigold,neutral,neutral,False,False,false,12
green_lipped_mussels,neutral,neutral,False,False,false,12
sole,neutral,neutral,False,False,false,12
potassium_sulfate,neutral,neutral,False,False,false,12
lascorbyl_2_polyphosphate,neutral,neutral,False,False,false,12
annatto_extract_color,neutral,neutral,False,False,false,12
methyl_cellulose,neutral,neutral,False,False,false,12
ferrous_sulfate_monohydrate,neutral,neutral,False,False,false,12
goji_berry,neutral,neutral,False,False,false,11
grilled_chicken_flavor,neutral,neutral,False,False,false,11
probiotics,neutral,neutral,False,False,false,11
carob_bean_gum,neutral,neutral,False,False,false,11
spray_dried_porcine_plasma,neutral,neutral,False,False,false,11
field_peas,neutral,neutral,False,False,false,11
pyridoxine_hydrocholoride,neutral,neutral,False,False,false,11
shrimp_meal,neutral,neutral,False,False,false,11
mustard_greens,neutral,neutral,False,False,false,11
black_pepper,neutral,neutral,False,False,false,11
potassium,neutral,neutral,False,False,false,11
cranberry_powder,neutral,neutral,False,False,false,11
lamb_cartilage,neutral,neutral,False,True,false,11
applesauce,neutral,neutral,False,False,false,11
spelt_flour,neutral,neutral,False,False,false,11
zinc_propionate,neutral,neutral,False,False,false,11
manuka_honey,neutral,neutral,False,False,false,11
animal_liver_flavor,neutral,neutral,False,False,false,11
cranberry_extract,neutral,neutral,False,False,false,11
papaya_extract,neutral,neutral,False,False,false,10
coconut_meal,neutral,neutral,False,False,false,10
wild_boar,neutral,neutral,False,False,false,10
preservative,neutral,neutral,False,False,false,10
thiamin_mononitrate,neutral,neutral,False,False,false,10
bovine_colostrum,neutral,neutral,False,False,false,10
crab_meal,neutral,neutral,False,False,false,10
blood_meal_conventionally_dried,neutral,neutral,False,False,false,10
cooked_bone_marrow,neutral,neutral,False,False,false,10
rainbow_trout,neutral,neutral,False,False,false,10
turnip_greens,neutral,neutral,False,False,false,10
zinc,neutral,neutral,False,False,false,10
vitamins_vitamins,neutral,neutral,False,False,false,10
watercress,neutral,neutral,False,False,false,10
cassava_root,neutral,neutral,False,False,false,10
fruit_juice,neutral,neutral,False,False,false,10
cochineal_extract,neutral,neutral,False,False,false,10
and_rosemary_extract,neutral,neutral,False,False,false,10
xantham_gum,neutral,neutral,False,False,false,10
glycerine,neutral,neutral,False,False,false,10
canthaxanthin,neutral,neutral,False,False,false,10
l_ascorbic_acid_polyphosphate,neutral,neutral,False,False,false,10
bifidobacterium_thermophilum_fermentation_product,neutral,neutral,False,False,false,10
enterococcus_faecium_fermentation_product,neutral,neutral,False,False,false,10
bacillus_amyloliquefaciens_fermentation_product,neutral,neutral,False,False,false,10
l_tyrosine,neutral,neutral,False,False,true,10
lipoic_acid,neutral,neutral,False,False,false,9
beef_flavor,neutral,neutral,False,False,false,9
porterhouse_steak_flavor,neutral,neutral,False,False,false,9
annatto_color,neutral,neutral,False,False,false,9
buffered_vinegar,neutral,neutral,False,False,false,9
sodium_citrate,neutral,neutral,False,False,false,9
yucca_schidigera,neutral,neutral,False,False,false,9
suncured_alfalfa,neutral,neutral,False,False,false,9
mackerel_meal,neutral,neutral,False,True,false,9
blood_meal,neutral,neutral,False,False,false,9
sun_cured_alfalfa,neutral,neutral,False,False,false,9
bovine_plasma,neutral,neutral,False,False,false,9
catfish,neutral,neutral,False,True,false,9
tomato_paste,neutral,neutral,False,False,false,9
de_boned_salmon,neutral,neutral,False,False,false,9
manganese_gluconate,neutral,neutral,False,False,false,9
eggshells,neutral,neutral,False,False,false,9
carnauba_wax,neutral,neutral,False,False,false,9
hydrogenated_palm_kernel_oil,neutral,neutral,False,False,false,9
color_added,neutral,neutral,False,False,false,9
rice_syrup,neutral,neutral,False,False,false,9
ferrous_carbonate,neutral,neutral,False,False,false,9
copper_oxide,neutral,neutral,False,False,false,9
glycerol_monostearate,neutral,neutral,False,False,false,9
malted_barley_extract,neutral,neutral,False,False,false,9
roast_beef_flavor,neutral,neutral,False,False,false,9
anchovies,neutral,neutral,False,False,false,9
lobster,neutral,neutral,False,False,false,9
copper,neutral,neutral,False,False,false,9
sunflower_oil_2.5%,neutral,neutral,False,True,false,9
seaweed_meal,neutral,neutral,False,False,false,9
vitamin_a_0.005%,neutral,neutral,False,False,false,9
vitamin_d3_0.005%,neutral,neutral,False,False,false,9
manganese_glycine_complex,neutral,neutral,False,False,false,9
dlalphatocopherol_acetate,neutral,neutral,False,False,false,9
can_one,neutral,neutral,False,False,false,9
boneless_chicken,neutral,neutral,False,False,false,9
kelp_powder,neutral,neutral,False,False,false,8
pasta,neutral,neutral,False,False,false,8
potassium_iodide,neutral,neutral,False,False,true,8
pea,neutral,neutral,False,False,false,8
alaska_pollock_meal,neutral,neutral,False,False,false,8
ham,neutral,neutral,False,False,false,8
sweet_basil,neutral,neutral,False,False,false,8
thyme_extract,neutral,neutral,False,False,false,8
turkey_hearts,neutral,neutral,False,True,false,8
paprika_extract,neutral,neutral,False,False,false,8
spray_dried_pork_liver,neutral,neutral,False,False,false,8
flax_seed_meal,neutral,neutral,False,False,false,8
chicken_giblets,neutral,neutral,False,True,false,8
oceanfish,neutral,neutral,False,False,false,8
oregano,neutral,neutral,False,False,false,8
white_fish_meal,neutral,neutral,False,False,false,8
lamb_spleen,neutral,neutral,False,True,false,8
sodium_phosphate_monobasic,neutral,neutral,False,False,false,8
tart_cherries,neutral,neutral,False,False,false,8
copper_gluconate,neutral,neutral,False,False,false,8
tapioca_syrup,neutral,neutral,False,False,false,8
hydrogenated_vegetable_oil,neutral,neutral,False,False,false,8
beefhide,neutral,neutral,False,False,false,8
pig_skin,neutral,neutral,False,False,false,8
lettuce,neutral,neutral,False,False,false,8
tocopherol,neutral,neutral,False,False,false,8
pork_stock,neutral,neutral,False,True,false,8
pigskin,neutral,neutral,False,False,false,8
vegetable_protein,neutral,neutral,False,False,false,8
cobalt_sulfate,neutral,neutral,False,False,true,8
long_grain_rice,neutral,neutral,False,False,false,8
calamari,neutral,neutral,False,False,false,8
iron_glycine_complex,neutral,neutral,False,False,false,8
d_calcium_pantothenate,neutral,neutral,False,False,true,8
pork_by_product,neutral,neutral,False,True,false,8
vitamin_e_0.03%,neutral,neutral,False,False,false,8
catnip_flavor,neutral,neutral,False,False,false,8
lactobacillus_delbrueckii_fermentation_product,neutral,neutral,False,False,false,8
l_cysteine,neutral,neutral,False,False,true,8
lions_mane,neutral,neutral,False,False,false,8
reishi,neutral,neutral,False,False,false,8
cheese_product,neutral,neutral,False,False,false,8
bonito,neutral,neutral,False,False,false,8
manganese_sulphate,neutral,neutral,False,False,false,7
beef_hearts,neutral,neutral,False,True,false,7
broth,neutral,neutral,False,False,false,7
beef_cartilage,neutral,neutral,False,True,false,7
pork_kidney,neutral,neutral,False,True,false,7
grilled_steak_flavor,neutral,neutral,False,False,false,7
sodium_selenium,neutral,neutral,False,False,false,7
mono_and_diglycerides_of_fatty_acids,neutral,neutral,False,False,false,7
almonds,neutral,neutral,False,False,false,7
gla_safflower_oil,neutral,neutral,False,False,false,7
catfish_oil,neutral,neutral,False,True,false,7
duck_fat,neutral,neutral,False,True,false,7
cassava_flour,neutral,neutral,False,False,false,7
chicken_bone,neutral,neutral,False,True,false,7
beet_greens,neutral,neutral,False,False,false,7
goose,neutral,neutral,False,False,false,7
strawberry,neutral,neutral,False,False,false,7
green_lipped_mussel,neutral,neutral,False,False,false,7
chicken_oil,neutral,neutral,False,True,false,7
rye_flour,neutral,neutral,False,False,false,7
venison_tripe,neutral,neutral,False,True,false,7
venison_kidney,neutral,neutral,False,True,false,7
preserved_with_lactic_acid_and_mixed_tocopherols,neutral,neutral,False,False,false,7
paprika_powder,neutral,neutral,False,False,false,7
buffered_white_distilled_vinegar,neutral,neutral,False,False,false,7
