id,canonical_name,display_name,dog_base_severity,cat_base_severity,position_reduction_eligible,is_legume,review_status,has_content,occurrence_count,
184b8599-67bb-400e-8ceb-857c8a40d6c9,chicken_liver,Chicken Liver,neutral,neutral,FALSE,FALSE,,FALSE,818,
c38c7cbc-07e8-5bf2-a425-6271921cffd7,pumpkin,Pumpkin,good,good,TRUE,FALSE,,TRUE,783,
313e87b1-764f-411d-8b3d-c9f7186fc88f,glycerin,Glycerin (Glycerol),neutral,neutral,FALSE,FALSE,,TRUE,771,
056d92f7-143d-58fd-9cfe-fc71aa5b2839,chicken_meal,Chicken Meal,good,good,TRUE,FALSE,,TRUE,749,
2eb84b1b-7cb4-5b88-a768-08c42e596804,salmon,Salmon (fresh/deboned),good,good,TRUE,FALSE,,TRUE,749,
0bd3656c-e791-41b8-967d-4dc8ef68d270,chicken_broth,Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,749,
79342097-c708-456e-91d6-fc6f3d2f9305,beef,beef,good,good,FALSE,FALSE,,FALSE,727,
8eed2af7-c928-5694-9eb7-063159c93088,cranberries,Cranberries,good,neutral,TRUE,FALSE,,TRUE,719,
838a5f4d-a72e-4b55-a0d6-4ba544956e20,dicalcium_phosphate,Dicalcium Phosphate,neutral,neutral,FALSE,FALSE,,TRUE,711,
ea721f88-7624-5c1e-b9aa-016b0bbfbd87,sunflower_oil,Sunflower Oil,neutral,neutral,TRUE,FALSE,,TRUE,697,
a2559e8a-3c1f-4c3e-b5d3-1d9ea2d10bae,tuna,Tuna,neutral,neutral,FALSE,FALSE,,FALSE,697,
037c53d8-37c7-59df-bdc2-98468707b6e9,beet_pulp,Beet Pulp,good,good,TRUE,FALSE,,TRUE,676,
fe73bbdf-45da-5dd6-b5ea-69a4d69f8ca3,blueberries,Blueberries,good,good,TRUE,FALSE,,TRUE,655,
5b932928-e7f0-55c2-b37e-c41d3efee3cb,brown_rice,Brown Rice,good,neutral,TRUE,FALSE,,TRUE,651,
7fe71b7f-2834-4e91-ba6e-5844795b5559,citric_acid,Citric Acid,neutral,neutral,FALSE,FALSE,,TRUE,638,
f8c6f1b5-e372-44af-b504-dd3e6f50e1c6,meat_by_product,Meat By-Product,caution,caution,FALSE,FALSE,,FALSE,618,
e674542e-623b-436e-80fb-822866f97f4c,wheat_gluten,Wheat Gluten,neutral,caution,FALSE,FALSE,,FALSE,616,
5d9ca6f0-a7b5-5284-afa3-6a5ee18c3166,barley,Barley,neutral,neutral,TRUE,FALSE,,TRUE,614,
85d2c587-33bc-484b-bf07-e25c3892ea2f,dried_egg,Dried Egg Product,good,good,FALSE,FALSE,,FALSE,588,
333cbd68-f0bc-56c1-99d5-8b11b2d0f534,spinach,Spinach,neutral,caution,TRUE,FALSE,,TRUE,586,
13e2a92f-ca00-4f5c-9657-846741133c78,sodium_tripolyphosphate,Sodium Tripolyphosphate (STPP),caution,caution,FALSE,FALSE,,TRUE,560,
fdcf8749-ae29-4f33-a6cc-8c3bf7c65fb0,potato,Dried Potatoes,neutral,neutral,FALSE,FALSE,,FALSE,557,
7cedccb3-26a1-5a84-8d29-87893441fc83,salmon_oil,Salmon Oil,good,good,FALSE,FALSE,,TRUE,552,
aecf3652-f9ea-4a14-ad13-bde3c21fb815,manganese_oxide,Manganese Oxide,neutral,neutral,FALSE,FALSE,,FALSE,542,
5e71271a-f1ba-5bf5-a8a3-384fc35b1c49,carrageenan,Carrageenan,caution,caution,FALSE,FALSE,,TRUE,533,
31f29ab6-c01f-5c6a-ab93-8c2a0c73b6fc,chicory_root,Chicory Root,good,good,TRUE,FALSE,,TRUE,529,
767c00ce-2be3-5794-8278-b68414779f0b,dried_kelp,Dried Kelp,good,good,TRUE,FALSE,,TRUE,527,
7b1c4de5-c6ff-493e-a826-87259e1b5c9a,turkey,Turkey,good,good,FALSE,FALSE,,FALSE,522,
a67931c4-5789-4c5d-ac88-ec691beffdca,wheat_flour,Wheat Flour,neutral,caution,FALSE,FALSE,,FALSE,494,
9c85eb91-01ad-51e7-9c48-661bae90b9d2,corn,Corn (ground/whole),neutral,caution,TRUE,FALSE,,TRUE,493,
9880d046-041c-4bf2-80af-46e7245a128b,liver,Liver,neutral,neutral,FALSE,FALSE,,FALSE,488,
8e5f360c-b3e4-4681-b26f-635b6475714e,brewer’s_yeast,Brewer’s Yeast,neutral,neutral,FALSE,FALSE,,FALSE,483,
9f0fb2a5-1d64-582e-9628-2393eea1e5cf,l_carnitine,L-Carnitine,good,good,FALSE,FALSE,,TRUE,457,
c36ee8a1-2f57-59d2-b463-f2839a71761b,potato_starch,Potato Starch,caution,caution,TRUE,FALSE,,TRUE,449,
cbdfc13d-6a11-424e-a82b-462b4e3181ca,yucca_extract,Yucca Schidigera Extract,neutral,neutral,FALSE,FALSE,,FALSE,448,
ac21aa61-797f-4492-91b2-dc5ff1189287,egg,Dried Eggs,good,good,FALSE,FALSE,,FALSE,439,
a7589348-ebe1-53ce-9e71-6614f2a10d77,apples,Apples,good,neutral,TRUE,FALSE,,TRUE,421,
95dc3660-3dfa-4263-9118-44083e29b3d4,oat_meal,Oat Meal,neutral,neutral,FALSE,FALSE,,FALSE,421,
33e41960-d366-48e1-b5f8-3e7c7f45f1d4,l_lysine,L-Lysine,neutral,neutral,FALSE,FALSE,,TRUE,410,
dc587018-b680-580d-8ea4-29d16e3eff03,pea_protein,Pea Protein,caution,danger,TRUE,TRUE,,TRUE,395,
93a4b161-ba3f-4a6c-aee2-89aa2548a412,cellulose,Powdered Cellulose,neutral,neutral,FALSE,FALSE,,FALSE,392,
84200cdf-8d1f-43d9-affe-652af0ee5691,lactobacillus_acidophilus,Lactobacillus Acidophilus,neutral,neutral,FALSE,FALSE,,FALSE,377,
7e424930-c281-560d-b4aa-7139656f05b6,inulin,Inulin,good,good,TRUE,FALSE,,TRUE,372,
15860bee-8d67-4ca2-b945-b29dbbbf6286,soy_flour,Soy Flour,caution,caution,FALSE,FALSE,,FALSE,341,
0a4e91c8-7827-57a0-867b-0fd03cfd745a,green_tea_extract,Green Tea Extract,neutral,caution,FALSE,FALSE,,TRUE,332,
68b630b4-312f-52c5-8431-a663e0d4c503,oats,Oats,good,neutral,TRUE,FALSE,,TRUE,329,
69993780-b75c-5d24-a720-9f0fd20ff6f1,turmeric,Turmeric,good,neutral,FALSE,FALSE,,TRUE,325,
086b104c-f2e5-47b9-b299-fc4c32726455,enterococcus_faecieum,Enterococcus Faecieum,neutral,neutral,FALSE,FALSE,,FALSE,310,
7b40c1db-8de8-4a89-891a-bcf7e5942c00,beta_carotene,Beta-Carotene,good,neutral,FALSE,FALSE,,TRUE,305,
f625c598-c928-4757-9cd2-2481d68b5c93,dried_yeast,Dried Yeast,good,good,FALSE,FALSE,,FALSE,302,
a75f5440-2e8c-51d7-b6a2-b866d90dce03,chickpeas,Chickpeas (Garbanzo Beans),caution,caution,TRUE,TRUE,,TRUE,301,
b2a2da1c-d4bf-543e-a5a2-62a281b91815,wheat,Wheat (ground/whole),neutral,caution,TRUE,FALSE,,TRUE,297,
2d9544e1-83e9-5916-a502-560c7e831de3,parsley,Parsley,neutral,neutral,TRUE,FALSE,,TRUE,295,
c793dce5-b21c-47dc-a58d-65edf469ed42,calcium_sulfate,Calcium Sulfate,neutral,neutral,FALSE,FALSE,,TRUE,294,
e99f29fe-fcbc-5535-b427-d7956e38141e,chicken_byproduct_meal,Chicken By-Product Meal,good,good,TRUE,FALSE,,TRUE,290,
bfd19914-9b97-4a40-b5b2-bd82c72a540c,chicken_heart,Chicken Heart,neutral,neutral,FALSE,FALSE,,FALSE,283,
d3706326-99af-576f-8fb3-e106f1b2ff74,canola_oil,Canola Oil,neutral,caution,TRUE,FALSE,,TRUE,282,
da3ff041-06e7-47de-a9df-c86d6b87beb1,soy_oil,Soy Oil,caution,caution,FALSE,FALSE,,FALSE,281,
44ba02ec-6fc8-4027-aa39-07e5e2004321,magnesium_proteinate,Magnesium Proteinate,good,good,FALSE,FALSE,,TRUE,281,
4b763567-6930-4962-ac19-55ddb40971ba,bacillus_coagulans,Dried Bacillus Coagulans Fermentation Product,good,good,FALSE,FALSE,,FALSE,277,
5f6d59f1-fdaa-5524-a446-bd60655df967,lentils,Lentils,caution,caution,TRUE,TRUE,,TRUE,275,
07743b2b-8c0e-547c-a0c6-99c5d6857552,caramel_color,Caramel Color,caution,caution,FALSE,FALSE,,TRUE,270,
e738f19a-855f-42e2-9c2f-0a777d01e28a,cornprotein_meal,CornProtein Meal,neutral,neutral,FALSE,FALSE,,FALSE,268,
7eaf2e5f-5bf4-4d55-b46b-5cae932e903c,glycine,Glycine,neutral,neutral,FALSE,FALSE,,TRUE,266,
b23e54e3-3acc-5ec3-a1e2-b9358f8c6330,phosphoric_acid,Phosphoric Acid,caution,caution,TRUE,FALSE,,TRUE,264,
35312fff-4fba-48b3-883a-b317afb67dcf,gelatin,Gelatin,neutral,neutral,FALSE,FALSE,,FALSE,263,
7f8c89d7-f1f6-431a-a26a-14ded792bc0a,corn_starch_modified,Corn Starch-Modified,neutral,caution,FALSE,FALSE,,FALSE,261,
60f11684-7a00-4398-946c-3dbc1db9dd65,bacillus_subtilis,dried Bacillus subtilis fermentation product,good,good,FALSE,FALSE,,FALSE,256,
54dd281e-6ada-4fae-a880-68f6d295e444,lamb,Lamb,good,good,FALSE,FALSE,,FALSE,253,
3fa54005-268b-5374-8b28-593322d79867,coconut_oil,Coconut Oil,neutral,neutral,TRUE,FALSE,,TRUE,250,
a624b3d5-ae62-4185-9e96-05fbfb09ca28,potassium_sorbate,Potassium Sorbate (Preservative),neutral,neutral,FALSE,FALSE,,FALSE,250,
242af42f-5907-41ec-b80c-3d048d377f08,lactic_acid,Lactic Acid,neutral,neutral,FALSE,FALSE,,FALSE,245,
c51e55c5-1978-4ed8-a9bb-d7488b960978,soybean_meal,Soybean Meal,neutral,neutral,FALSE,FALSE,,FALSE,244,
7347dda2-37bb-4b84-9036-faf6f25d30e0,duck,Duck,good,good,FALSE,FALSE,,FALSE,243,
62459d0c-def2-5cb4-a5cd-623526d23fc8,tomato_pomace,Tomato Pomace,good,neutral,TRUE,FALSE,,TRUE,242,
123d40f4-81f0-4841-8dac-eaea67294f9e,chicken_flavor,Chicken Flavor,neutral,neutral,FALSE,FALSE,,FALSE,242,
a5e5fb2b-e608-4708-990a-0afa10da5dd5,tapioca,Tapioca,neutral,neutral,FALSE,FALSE,,FALSE,241,
9e18aa3d-c7af-4b55-b11e-981f207e034a,artificial_and_natural_flavors,Artificial And Natural Flavors,neutral,neutral,FALSE,FALSE,,FALSE,235,
e36913bc-2b9f-4238-9a03-b7ed146436ab,vegetable_oil,Vegetable Oil,neutral,neutral,FALSE,FALSE,,FALSE,234,
d8cae98b-c1dc-4bbf-8eb9-1fd6867dfcfd,smoke_flavor,Smoke Flavor,neutral,neutral,FALSE,FALSE,,TRUE,234,
f587125b-6c06-4259-a3b8-b8ae43bbfbd1,sodium_phosphate,Sodium Phosphate,neutral,neutral,FALSE,FALSE,,TRUE,233,
425886d9-bc24-4143-b80e-104e4065127a,added_color,Added Color,caution,caution,FALSE,FALSE,,FALSE,228,
dd104e82-c433-4762-8a39-bedcd0c28db2,fish_broth,Fish Broth,neutral,neutral,FALSE,FALSE,,FALSE,224,
bb5a235e-6860-41dd-ab75-136498a7899f,corn_starch,Corn Starch,neutral,caution,FALSE,FALSE,,FALSE,218,
c8d24e37-7430-42ab-9822-1f95878ceab6,calcium_lactate,Calcium Lactate,neutral,neutral,FALSE,FALSE,,FALSE,217,
c6036c24-98a6-4f09-a69d-7dddb3a4035e,pea_fiber,Pea Fiber,neutral,neutral,FALSE,FALSE,,FALSE,216,
e9c615fa-fadc-4a44-8db7-67b23afd87c2,turkey_meal,Turkey Meal,neutral,neutral,FALSE,FALSE,,FALSE,212,
82bc7f04-22ff-4266-9a3b-361eca20b61b,fish,Fish,neutral,neutral,FALSE,FALSE,,FALSE,207,
c092426f-a123-5e63-9a31-6236c22f1e4a,sorghum,Sorghum,neutral,neutral,TRUE,FALSE,,TRUE,205,
cea73aba-fed9-4611-a669-fd6f841a43ba,sunflower_seed_oil,Sunflower Seed Oil,neutral,neutral,FALSE,FALSE,,FALSE,205,
2f88060a-4f01-4c9c-8acd-00af649e7c48,pea_starch,Pea Starch,neutral,neutral,FALSE,FALSE,,FALSE,204,
6fbeb2d5-57fb-55cf-82bf-2dc20af87323,locust_bean_gum,Locust Bean Gum,neutral,neutral,FALSE,FALSE,,TRUE,202,
815dff4d-4401-4f9a-a83f-32bee605d907,beef_liver,Beef Liver,neutral,neutral,FALSE,FALSE,,FALSE,202,
1ff6b90d-0e41-581a-a8f7-03f481a8fb1d,sugar,Sugar (Sucrose),caution,caution,TRUE,FALSE,,TRUE,199,
238c79c2-02d0-43ee-97ae-b637879c2e8d,cane_molasses,Cane Molasses,neutral,neutral,FALSE,FALSE,,FALSE,197,
08a5e087-d9b1-4771-8cd7-cc1a712e274e,rice_flour,Rice Flour,neutral,neutral,FALSE,FALSE,,FALSE,195,
f3c3ad88-bdf6-53ef-a078-42ad984088fd,salmon_meal,Salmon Meal,good,good,TRUE,FALSE,,TRUE,193,
0f31ebf1-293e-5bd2-aac8-dfd2f746a1cd,kale,Kale,neutral,caution,TRUE,FALSE,,TRUE,193,
3a5112ee-4c72-5cea-8630-1136fc82ec19,fructooligosaccharides,Fructooligosaccharides (FOS),good,good,TRUE,FALSE,,TRUE,182,
7137468e-5873-4b94-8d18-cab616497ab9,pork_liver,Pork Liver,neutral,neutral,FALSE,FALSE,,FALSE,181,
b83a3aab-0f45-53f1-8ed0-a2ebf9c3f55c,broccoli,Broccoli,neutral,neutral,TRUE,FALSE,,TRUE,178,
be2a55f5-5de0-42ce-ba18-ca5bbb685e8c,magnesium_oxide,Magnesium Oxide,neutral,neutral,FALSE,FALSE,,TRUE,174,
7e4bee84-f639-4c99-a917-c34a8b849260,soy_protein,Soy Protein,caution,caution,FALSE,FALSE,,FALSE,171,
e5f577ad-cd58-4ece-b04e-15c5daac0617,red_#40,Red #40,neutral,neutral,FALSE,FALSE,,FALSE,167,
28858907-fc09-48b8-99bc-a07efa18005d,preserved_with_mixed_tocopherols,preserved with Mixed Tocopherols,neutral,neutral,FALSE,FALSE,,FALSE,166,
47349391-d695-4b30-95f1-e92edb556023,beef_fat,Beef Fat Preserved With Mixed-Tocopherols,neutral,neutral,FALSE,FALSE,,FALSE,164,
b3489cee-cde4-4896-aa2d-9d19787629e5,egg_white,Egg White,neutral,neutral,FALSE,FALSE,,FALSE,163,
c2f52278-f1d9-48d0-9f12-bb975fcbfbd2,cassia_gum,Cassia Gum,neutral,neutral,FALSE,FALSE,,FALSE,162,
1ce3f5fd-2a14-4659-9014-6c8104fa85bd,lactobacillus_casei,Lactobacillus Casei,neutral,neutral,FALSE,FALSE,,FALSE,159,
78b99160-faf1-52ed-8991-b0852caf17f5,fish_meal,Fish Meal (generic/unnamed),caution,caution,TRUE,FALSE,,TRUE,158,
df147b33-ce2f-4782-8fd4-1107060c7b88,glucosamine,Glucosamine,good,good,FALSE,FALSE,,FALSE,158,
5fe094e9-56e9-4c95-a876-406cbe1c4cc7,lecithin,Lecithin,neutral,neutral,FALSE,FALSE,,FALSE,154,
44b15a68-e0e1-40e1-9849-676dff118c85,nicotinic_acid,Nicotinic Acid (Vitamin B3),neutral,neutral,FALSE,FALSE,,FALSE,154,
193e8ac6-ba5b-4ba1-b647-3271dbea7cf2,pork,pork,good,good,FALSE,FALSE,,FALSE,153,
f54c4d16-c5ef-4b1c-b934-456e0c7ddbee,l_threonine,L-Threonine,neutral,neutral,FALSE,FALSE,,TRUE,153,
a9bab716-38e4-4f1d-b337-6600648ecbb9,poultry_by_products,Poultry By-Products,neutral,neutral,FALSE,FALSE,,FALSE,149,
9de49e26-7247-52c7-8e21-47a6d5eae842,corn_gluten_meal,Corn Gluten Meal,neutral,caution,TRUE,FALSE,,TRUE,147,
ac7f159f-901e-4416-a949-b106ab73034d,iodized_salt,Iodized Salt,neutral,neutral,FALSE,FALSE,,FALSE,147,
192ff87c-fd6b-404c-bf69-01b147fee65b,mixed_tocopherols_for_freshness,Mixed Tocopherols for freshness,good,good,FALSE,FALSE,,FALSE,147,
1878c41a-a56c-4268-a150-8383a1a4259c,cobalt_chelated,Cobalt Amino Acid Chelate,neutral,neutral,FALSE,FALSE,,FALSE,147,
e970c8f6-9bcb-4332-b7e8-f288cd7f1a93,agar_agar,Agar-Agar,neutral,neutral,FALSE,FALSE,,TRUE,147,
c34017ec-1801-4500-8931-1691974c3927,tuna_flavor,Tuna Flavor,neutral,neutral,FALSE,FALSE,,FALSE,146,
028cfa57-eb65-5926-9e4f-3cdc16837dce,yellow_5,Yellow 5 (Tartrazine),caution,caution,FALSE,FALSE,,TRUE,145,
607ee595-f9fe-5870-994f-ec5a3445a11b,titanium_dioxide,Titanium Dioxide (E 171),caution,caution,FALSE,FALSE,,TRUE,145,
a8633865-6b7e-4ddf-8306-fb5cac1e610d,pea_flour,pea flour,neutral,neutral,FALSE,FALSE,,FALSE,145,
a2b6b2f5-49a0-49e7-be2e-50c571d5007b,yeast_culture,Yeast Culture,neutral,neutral,FALSE,FALSE,,FALSE,145,
f1c16626-5230-45d2-955a-58aecb6dd105,cheese,Cheese,neutral,neutral,FALSE,FALSE,,FALSE,145,
26c0f6b5-2fcd-4f19-a2ef-f900d965654d,tomatoes,tomatoes,neutral,neutral,FALSE,FALSE,,FALSE,141,
96e40c38-c186-42f3-841e-b3baee043f23,egg_product,egg product,neutral,neutral,FALSE,FALSE,,FALSE,140,
5cd97036-186a-480d-8a97-30b43c720230,sodium_carbonate,Sodium Carbonate,neutral,neutral,FALSE,FALSE,,FALSE,139,
e50ac8c3-2933-527b-9dc1-ae06960aedc2,animal_fat,Animal Fat (generic/unnamed),caution,caution,TRUE,FALSE,,TRUE,136,
e7ee7b23-cca7-4130-8ed5-1539ccedd046,miscanthus_grass,Miscanthus Grass,neutral,neutral,FALSE,FALSE,,FALSE,136,
2c6dcb0b-953a-405e-805e-f257a860c51a,beef_broth,Beef Broth,neutral,neutral,FALSE,FALSE,,FALSE,135,
f1012c7b-3174-4ad3-a186-041f584e9ddc,monocalcium_phosphate,Monocalcium Phosphate,neutral,neutral,FALSE,FALSE,,TRUE,135,
bec0a532-2de9-4140-a17d-b9c7669f4e1a,chicken_liver_flavor,Chicken Liver Flavor,neutral,neutral,FALSE,FALSE,,FALSE,134,
ced69cc6-9eac-4eff-930d-1a1b2f4bd612,animal_plasma,Animal Plasma,caution,caution,FALSE,FALSE,,FALSE,133,
fd958a14-5b65-4df7-bf3c-6da29f092d8b,alfalfa_meal,Dehydrated Alfalfa Meal,good,good,FALSE,FALSE,,FALSE,132,
3e1178c3-45ee-462f-a93b-9649ac37e945,reduced_iron,Reduced Iron,neutral,neutral,FALSE,FALSE,,FALSE,131,
ecd45014-b4cb-4e01-94f0-db8e59b41465,yellow_#6,Yellow #6,neutral,neutral,FALSE,FALSE,,FALSE,129,
51737cef-6266-5bbd-8252-035edacaf06d,green_beans,Green Beans,good,neutral,TRUE,FALSE,,TRUE,127,
a84dce6c-ca5d-4369-8c1a-9bd108aa61dd,oil_of_rosemary,Oil of Rosemary,neutral,neutral,FALSE,FALSE,,FALSE,127,
162406f1-94a6-485f-84af-a6d34e68f7ec,carrot,Carrot,neutral,neutral,FALSE,FALSE,,FALSE,126,
f260ba5d-ed2c-468a-b48f-131cd23a90ba,potato_protein,Potato Protein,neutral,neutral,FALSE,FALSE,,FALSE,126,
87ee729c-aea5-4f39-9d77-c1eae5927f35,menhaden_fish_meal,Menhaden Fish Meal,neutral,neutral,FALSE,FALSE,,FALSE,125,
5130c88e-561b-5d9b-b123-7a68259100b6,sodium_nitrite,Sodium Nitrite,caution,danger,FALSE,FALSE,,TRUE,123,
c697da0a-b096-464d-b005-0cbf281133cd,yeast_extract,Yeast Extract,neutral,neutral,FALSE,FALSE,,FALSE,121,
2c9558e3-1e7b-417c-86a5-d082db837ad1,lamb_meal,lamb meal,neutral,neutral,FALSE,FALSE,,FALSE,120,
2a27de59-df92-4c1e-a667-3f679ab8c802,chondroitin,Chondroitin,neutral,neutral,FALSE,FALSE,,FALSE,119,
5f0bc3cb-e860-42bd-aa83-f951635d0f6c,trichoderma_longibrachiatum,Dried Trichoderma Longibrachiatum Fermentation Extract,neutral,neutral,FALSE,FALSE,,FALSE,118,
ddca9b75-91b4-4723-a0b3-98f19cce0701,rosemary,Rosemary,neutral,neutral,FALSE,FALSE,,FALSE,116,
5bdd1e08-0da7-458e-ae80-3282d1fbfc32,lactobacillus_plantarum_fermentation_product,Lactobacillus plantarum Fermentation Product,neutral,neutral,FALSE,FALSE,,FALSE,115,
92f3098a-850d-4d1f-a466-c8bcb41c966d,sorbitol,Sorbitol (D-Glucitol),neutral,neutral,FALSE,FALSE,,TRUE,115,
9174ca8b-9be7-5e81-812b-f826002db4fb,bha,BHA (Butylated Hydroxyanisole),caution,caution,FALSE,FALSE,,TRUE,112,
77f6e7a9-aa2b-43a8-9095-d3fd5f0e7760,vinegar,Vinegar,neutral,neutral,FALSE,FALSE,,FALSE,112,
