id,name,base_score,category,target_species,is_grain_free
5b8d7dd3-fa3d-4da0-8bd1-8f60f1ecec40,"DreamBone Grill Masters T-Bones BBQ Flavor Rawhide Free Dog Chews, 8 count",92.0,treat,dog,False
6ee44356-10ea-4dda-a906-86b5af25c982,"Healthfuls Chicken & Peanut Butter Biscuit Wraps Dog Treats, 16-oz bag",81.0,treat,dog,False
9c60e28c-f1e2-423f-aa12-5f4c9d6ffbfa,"SmartBones Triple Flavor Swirlz Dog Chews, 30 count",78.0,treat,dog,False
dd2675a4-70c5-46b3-b03a-f0f8d7a732d9,"Royal Canin Veterinary Diet Adult Renal Support T Thin Slices in Gravy Wet Cat Food, 3-oz can, case of 6",65.0,daily_food,cat,False
e36b7deb-94d5-45e5-bfdd-03bc2943b4d4,"Portland Pet Food Company Winnie's Lamb N' Rice Homestyle Wet Dog Food Topper, 9-oz pouch, case of 4",82.0,daily_food,dog,False
03943c0f-f51b-4791-95c6-ae248f311965,"Nulo Prowess Mature 12+ Variety Pack Senior Wet Cat Food 2.8-oz can, case of 12",72.0,daily_food,cat,False
0b954e1d-21ed-4bcc-8548-02a3e2b1da07,"Almo Nature HQS Supportive Formulas Digestive Support Formula Shredded Chicken Recipe with Pumpkin in Gravy Wet Cat Food, 1.77-oz can, case of 6",82.0,daily_food,cat,False
c565aff4-cff7-4b1c-bcb2-ebc6d230ae67,"Nulo Freestyle Grain-Free Salmon & Peas Recipe Dry Dog Food, 6-lb bag",70.0,daily_food,dog,True
c693f5a9-b113-4f44-9418-b93bb96061ec,"Blue Buffalo Homestyle Recipe Large Breed Chicken Dinner with Garden Vegetables Canned Dog Food, 12.5-oz, case of 12",77.0,daily_food,dog,False
e1325bae-37b9-48eb-8df5-406d1b9fb680,"Emerald Pet Wholly Fish! Tuna Recipe Cat Treats, 3-oz bag",37.0,treat,cat,False
ea66bd69-357c-41c1-961f-b17710890d29,"Blue Buffalo Homestyle Recipe Variety Pack Adult Lamb & Turkey Canned Dog Food, 12.5-oz, case of 6",72.0,daily_food,dog,True
9de32095-f3cb-4fb6-b651-a3f03cb16b05,"Farmina N&D Prime Chicken & Pomegranate Recipe Neutered Dry Cat Food, 3.3-lb bag",77.0,daily_food,cat,True
a54822cb-e9d8-4662-961c-62353dd8a83a,"Greenies Anytime Bites Mint Flavor Soft & Chewy Dog Treats, 24-oz bag",90.0,treat,dog,False
a980502a-63af-4f80-92ec-b007a8914e83,"Stella & Chewy's SuperBlends Raw Coated Wholesome Grains Grass-Fed Beef, Beef Liver & Lamb Recipe with Superfoods Dry Dog Food, 3.5-lb bag",83.0,daily_food,dog,False
aae88ddc-9d84-4667-9839-779419c8f3e8,"DreamBone Real Chicken Rawhide Free Dog Chew Bones, Medium, 4 count",67.0,treat,dog,False
24198f6f-811c-43d4-a3e4-33d778d637d1,"Instinct Original Real Duck Recipe Grain-Free Pate Wet Cat Food, 3-oz can, case of 24",81.0,daily_food,cat,True
2bd6d790-5158-472f-9f00-afd6936d429b,"Merrick Chunky Grain-Free Wet Dog Food Big Texas Steak Tips Dinner, 12.7-oz can, case of 12",79.0,daily_food,dog,True
46cbf94b-33b5-4e2d-8e3f-7d62670284d7,"Smallbatch Pets Freeze-Dried Chicken Small Bites Dog Food, 20-oz bag",91.0,daily_food,dog,False
4fe8bc49-98fa-4bbe-93b1-6d911e82d887,"Halo Elevate Smoky BBQ Braised Duck & Beef Stew with White Potatoes, Carrots & Brown Rice Wet Dog Food, 12.7-oz can, case of 6",82.0,daily_food,dog,False
f0961757-0ca6-49de-b2d2-6c82a834a9ba,"Freshpet Homestyle Creations Fresh Beef, Chicken & Turkey Recipe Dog Food, 1-lb bag, bundle of 12",86.0,daily_food,dog,False
8e308cbc-cd2f-4b32-a671-5cacc100efc2,Bundle: Happy Howl Tasty Turkey Feast 100% Human-Grade Wet Dog Food + Lamb Delight 100% Human-Grade Wet Dog Food + Grandma's Beef Stew 100% Human-Grade Wet Dog Food,,daily_food,dog,False
84ce613b-231f-476b-92cd-d3913882d879,"Pork Chomps Bacon Flavor Twists Dog Treats, Mini, 30 count",,treat,dog,False
2672c940-6146-4b32-bd26-64ced0675192,"Country Kitchen Holiday Biscuit Dog Treats, 6-oz bag",,treat,dog,False
f03b3fa6-9432-4f6d-bcd2-3c4d6080c5e2,"Blue Dog Bakery Softies Peanut Butter Dog Treats, 16.2-oz box",97.0,treat,dog,False
f852af20-75f1-42fd-8dc5-763eb4716229,"Good 'n' Fun Chicken Wrapped Triple Flavor Munchy Sticks Chicken, Pork Hide & Beef Hide Dog Treat Chews, 10 count",84.0,treat,dog,False
23d7a4ae-4ad2-4631-a5b8-6077b2415301,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Large Breed Dry Dog Food, 26-lb bag",77.0,daily_food,dog,False
54262840-5ca5-4e73-a405-1662a6b21932,"Greenies Occupy Twists Large Chicken Flavor Natural Dog Dental Treats, 4 count",90.0,treat,dog,False
6031ebb9-57c8-460b-b923-1784d719b661,"Blue Buffalo Nudges Homestyle Beef & Rice Natural Dog Treats, 16-oz bag, 32-oz bundle",76.0,treat,dog,False
800aacd6-23a0-4b58-903a-97c438a7fd9a,"Waggin' Train Chicken Jerky Tenders Limited Ingredient Dog Treats, 11-oz bag",,treat,dog,False
7fcea990-68d8-463b-af7b-137a412c959b,"Zuke's Adventure Bites Chicken & Pumpkin Recipe Soft & Chewy Dog Treats, 6-oz pouch",90.0,treat,dog,False
85c817e3-7de4-4c93-9b06-22c5896a092e,"Full Moon Natural Essentials Jerky Tenders Beef Recipe Human-Grade Dog Treats, 24-oz bag",94.0,treat,dog,False
cf12b94d-5c67-4e1f-8bcd-0d4a5ad4fb21,"Canine's Choice DogLicious Natural Munchy Chew Stick Dog Treats, 20 count",,treat,dog,False
9b14c725-3e24-4410-880f-1f759b1f23d3,"PupCorn Plus Chicken & Cheddar Cheese Dog Treats, 8-oz bag",94.0,treat,dog,False
a5399ae7-c684-44f0-8e03-82521c5373f1,"Durkha Cod Skin Chips Dehydrated Dog Treats, 1.13-oz bag",,treat,dog,False
bd0c3ad8-c7fe-479d-9fa1-782f61e6e076,"Bones & Chews Made in USA Beef Knuckle Bone Dog Treat, 3 count bundle",,treat,dog,False
441a560f-ab18-4578-b67f-ebedae3360c4,"Charlee Bear Natural Bear Crunch Grain-Free Bacon & Blueberry Dog Treats, 8-oz bag",,treat,dog,True
967b681d-0086-4f5c-9ed7-3f26383e1e20,"Canine's Choice DogLicious Munchy Basted Rawhide Chew Stick Dog Treats, 8 count",,treat,dog,False
b798c6fe-13d1-420a-9686-8d9a4eea5e53,"DreamBone Mini Sticks Wrapped with Real Chicken Rawhide Free Dog Chews, 15 count",67.0,treat,dog,False
e18af44c-b5ac-4337-841b-8981fa29dae9,"Redbarn Powerfood Fusion Air Dried Whole Grain Sky Chicken & Turkey Recipe Kibble Blend Dry Dog Food, 3.5-lb bag",82.0,daily_food,dog,False
547b933c-0025-41b5-aa35-5be25325ffe6,"Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Dog Food, 4-lb bag",76.0,daily_food,dog,False
72a60a2d-5c22-4b91-ab16-5d9cc124084b,"Milo's Kitchen Chicken Jerky Recipe Dog Treats, 30-oz bundle",36.0,treat,dog,False
a1c01ff9-4f43-4c2b-998e-cf313a9c1e14,"Blue Buffalo Tastefuls Natural Pate Chicken Entree Wet Cat Food, 3-oz can, case of 12",80.0,daily_food,cat,False
a152723e-d1b8-4f15-be8d-b252b11c269a,"Hill's Science Diet Healthy Cuisine Variety Pack Adult Wet Dog Food, 13-oz can, case of 12",56.0,daily_food,dog,False
e2f4a489-725b-4f4b-87cd-c7d3e1700650,"Blue Buffalo Wilderness Salmon Recipe High-Protein Adult Dry Dog Food, 48-lb bundle",76.0,daily_food,dog,False
e7d75980-37e0-4031-bd5f-0ffe0e1f3bca,"Royal Canin Veterinary Diet Adult Gastrointestinal Dry Dog Food, 22-lb bag",78.0,daily_food,dog,False
12522373-71cb-43f3-90ec-4abd29642367,"The Honest Kitchen Cheese Bites Cheddar Recipe Dehydrated Dog Treats, 2-oz bag",,treat,dog,False
09f516d1-0913-4a72-83a6-9910f86fdbfb,"Bubba Rose Biscuit Co. P. Nutty B. Dog Treat, 6.5-oz bag",,treat,dog,False
c9121424-31b7-428b-bfa2-45b49a10efdc,"Health Extension Gently Cooked Variety Pack Wet Dog Food, 3-oz pouch, 20 count",71.0,daily_food,dog,True
81cc38b0-c918-4974-a929-84b99835cc9d,"Nutrish Whole Health Blend Real Beef, Pea, & Brown Rice Recipe Dry Dog Food, 6-lb bag",74.0,daily_food,dog,False
9efb8b71-5086-4532-ae31-26111b370363,"I and Love and You Meow Skin & Coat Support Tuna Puree Recipe Lickable Cat Treat, 48 count",74.0,treat,cat,False
b0aa77d4-837a-4b4d-8f84-c53b7cc6c0c0,"Dog Chow Complete Adult with Real Chicken Dry Dog Food, 4.4-lb bag",64.0,daily_food,dog,False
e3581b3e-85ae-4df8-99d0-3e3b44a2f9cb,"Greenies Natural Fresh Mint Teenie Dental Dog Treats, 43 count",90.0,treat,dog,False
e78d9e08-29cb-401d-964c-36ee39d59a87,"Nulo Chicken Finely Minced Canned Wet Cat Food, 2.8-oz can, case of 12",92.0,daily_food,cat,True
c06338a6-e180-4fb9-a374-3579a19a4361,"Purina ONE Natural SmartBlend Lamb & Rice Formula Dry Dog Food, 16.5-lb bag",72.0,daily_food,dog,False
b966f23f-ca9f-448b-b80a-0eca2188c281,"Bones & Chews Made in USA Beef Foreshank Bone Dog Treat, 2 count bundle",,treat,dog,False
039932f9-e701-4b6b-bdb5-c0447ced2a17,"Stella & Chewy's Lamb Heart Freeze-Dried Raw Dog Treats, 3-oz bag",,treat,dog,True
f4477863-b3ed-4453-8dbd-b8153a0db6e2,"Friskies Party Mix Meow Luau Crunch Flavor Crunchy Cat Treats, 2.1-oz bag",54.0,treat,cat,False
030a69b2-8a34-4cd7-af6e-c02ba2c57bac,"Cesar Steak Lovers Variety Pack Small Breed Adult Wet Dog Food Trays, 3.5-oz, case of 36",34.0,daily_food,dog,False
03f7cc49-4da9-4ea4-bd48-930308ef4774,"Inaba Churu for Kittens Tuna Recipe Puree Grain-Free Lickable Cat Treats, 0.5-oz tube, 4 count",71.0,daily_food,cat,True
ef7a8fd9-43ce-4867-9fc8-c1d303def7a7,"Iams Proactive Health Minichunks with Real Chicken & Whole Grains Dry Dog Food, 38.5-lb bag",73.0,daily_food,dog,False
827061ca-9f8b-480c-80c0-1e3613e3f188,"Health Extension Gently Cooked Chicken & Pumpkin Recipe Wet Dog Food, 9-oz pouch, 10 count",87.0,daily_food,dog,False
afd4ced2-35c9-405d-899c-7ac50c39964f,"Black Gold Explorer Super Performance Formula 32/21 Dry Dog Food, 40-lb bag",82.0,daily_food,dog,False
0d132edf-b76a-496a-934a-aff194ecc239,"Royal Canin Veterinary Diet Adult Gastrointestinal Low Fat Small Breed Dry Dog Food, 1.5-lb bag",69.0,daily_food,dog,False
103e98a3-533e-4579-ae97-657458e5c102,"Sheba Gravy Indulgence Chicken & Beef in Extra Gravy Variety Pack Grain-Free Adult Wet Cat Food, 2.6-oz tray, case of 24",35.0,daily_food,cat,True
e4495670-89b3-4cfd-8b6c-08c8dae0952e,"Blue Buffalo Wilderness Pate Kitten Variety Pack with Chicken & Salmon Grain-Free Cat Food, 3-oz can, case of 6",65.0,daily_food,cat,True
2dec2d17-aa53-4a69-9928-46a484f53f05,Bundle: Milk-Bone MaroSnacks Real Bone Marrow + Bacon Flavor Dog Treats,,treat,dog,False
c11d9f80-8a01-449b-a104-062ff6ee4a67,"Dogsee Himalayan Yak Cheese with Turmeric/Curcumin Dog Chew Treats, Medium, 4 count",,treat,dog,False
649d9cb4-46c9-413c-869a-1e62d30150f3,"Bundle: Pedigree Choice Cuts In Gravy Beef & Country Stew Variety Pack + Prime Rib, Rice & Vegetable Flavor & Roasted Chicken Canned Wet Dog Food Variety Pack 13.2-oz, case of 24",14.0,daily_food,dog,False
79a09a0f-f5b1-446f-9be9-672983b4fb9b,"Purina ONE True Instinct Natural High Protein with Real Turkey & Venison Dry Dog Food, 15-lb bag",72.0,daily_food,dog,False
a049dd39-c9ad-46ea-a9ac-5488d905e66a,"Scoochie Pet Mixed Variety Pack Premium Gravy Salmon & Chicken Stew Wet Cat Food Topping, 3.5-oz pouch, case of 4",91.0,treat,cat,False
46cd27e0-cfda-4f1b-b948-f256b02fec0e,"Purina Pro Plan Complete Essentials Adult Shredded Blend Beef & Rice High Protein Formula with Probiotics Dry Dog Food, 15-lb bag",73.0,daily_food,dog,False
4b6b8f52-0c37-4bd2-90d1-719fb5e278ba,"Gentle Giants Natural Non-GMO Dog & Puppy Beef & Bacon Dry Dog Food, 24-lb bag",,daily_food,dog,False
e6cb98e4-de73-451e-b20f-0a0b1b6b038d,"VICTOR Classic Hi-Pro Plus Small & Medium Breed Puppy Dry Dog Food, 15-lb bag",80.0,daily_food,dog,False
ea71812b-6699-41f8-950c-2135374f6fa1,"Halo Salmon Recipe Pate Grain-Free Indoor Cat Canned Cat Food, 5.5-oz, case of 12",80.0,daily_food,cat,True
31f12b1a-23b5-4f4b-9503-b1a47110d9e0,"Hill's Science Diet Adult Chicken & Barley Recipe Dry Dog Food, 5-lb bag",70.0,daily_food,dog,False
6416f8f0-2a5e-48e7-b023-53832eec2ee2,"Farmina N&D White Coat Sea Bass, Norwegian Kelp & Fennel Adult Med/Max Dry Dog Food, 4.4-lb bag",84.0,daily_food,dog,False
a3d7548b-cbc4-4ad4-94c8-cf5e83e41da7,"Instinct Lamb Entree Grain-Free Flaked Wet Cat Food, 5.5-oz can, case of 12",75.0,daily_food,cat,True
4a56d0c2-50e2-4431-9ced-7b9135366918,"Chewy Lamb & Brown Rice Recipe with Prebiotics Dry Adult Dog Food, 30-lb bag",76.0,daily_food,dog,False
e75dd6ea-c60d-443f-a17b-2571f1e49834,"Blue Buffalo Basics Skin & Stomach Care Adult Small Breed Turkey & Potato Recipe Dry Dog Food, 4-lb bag",67.0,daily_food,dog,False
ea85a573-4ab7-4e5f-a41e-41cb0ddc0c19,"Blue Buffalo Wilderness Red Meat Rocky Mountain Recipe High-Protein Healthy Weight Adult Dry Dog Food, 22-lb bag",63.0,daily_food,dog,False
057aa1ac-440b-4454-8af8-d4746c523266,Unknown,,daily_food,dog,False
ce083e36-45b9-43ed-b9be-6e226b1d0423,"American Journey Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",63.0,daily_food,dog,True
4be4a2fd-182c-439c-87a7-7a7087c4645b,"Smallbatch Pets Freeze-Dried Beef Small Bites Dog Food, 1-oz bag",91.0,daily_food,dog,False
a513ea1b-d790-4199-8f20-fea5d43229f2,"Blue Buffalo True Solutions Urinary Care Chicken Pate Wet Cat Food, 3-oz can, case of 24",65.0,daily_food,cat,False
eb4b8e86-6f2d-4a4f-96b8-29bc7c31e45f,"Taste of the Wild High Prairie Grain-Free Dry Dog Food, 14-lb bag",74.0,daily_food,dog,True
348cd183-eeaf-4e36-b567-9daf7f943ffd,"Addiction Meaty Bites Kangaroo Limited Ingredient Grain-Free Allergy-Friendly Soft Dog Treats, 4-oz bag",,treat,dog,True
d94252dc-6f8a-4234-be65-aef48e125e4c,"Fieldcrest Farms Nothin' To Hide Bagel 3-inch Bacon Flavor Dog Chew, 1 Count",,treat,dog,False
a4b7aa5c-b49b-48a6-9148-8bc80305c8ed,"Blue Buffalo Life Protection Formula Senior Chicken-Free Salmon & Brown Rice Recipe Dry Dog Food, 15-lb bag",61.0,daily_food,dog,False
b58d8056-c25f-44c2-8659-9db60b762243,"Brutus Broth Chicken Bone Broth Hip & Joint with Glucosamine Dog Food Topper, 32-oz box",74.0,daily_food,dog,False
0dc56643-507f-45c8-ac5a-378a4fb0e644,"Purina ONE True Instinct Chicken & Duck High Protein Dry Dog Food, 27.5-lb bag",73.0,daily_food,dog,False
b8e7cdd8-fc34-4970-ad01-87651211a921,"Dog Chow Complete Adult with Beef Flavor Dry Dog Food, 40-lb bag",59.0,daily_food,dog,False
e99e2b42-6963-4ea4-834a-12d6c53a9432,"Blue Buffalo Life Protection Formula Adult Chicken & Brown Rice Recipe Dry Dog Food, 34-lb bag",72.0,daily_food,dog,False
ed646474-8426-4ecc-9c68-1108063b774b,"Ultra Chewy Double Treat Bone Liver Flavor Dog Treats, 8 count",62.0,treat,dog,False
f66c4679-2fd1-4c3a-98fb-6f114d82ba9f,"Purina ONE SmartBlend Vibrant Maturity 7+ Chicken Formula Adult Premium Dry Dog Food, 4-lb bag",73.0,daily_food,dog,False
a456d33b-c390-434f-8247-461ff69c87d6,"AvoDerm Advanced Senior Health Lamb & Chicken Meal Formula Dry Dog Food, 24-lb bag",72.0,daily_food,dog,False
78c88b46-5e50-4339-ab46-ed46e7dd8262,"Old Mother Hubbard by Wellness All The Fixins Turkey & Sweet Potato Grain-Free Natural Mini Oven-Baked Biscuits Dog Treats, 16-oz bag",84.0,treat,dog,True
40d2984a-56f1-4140-bb60-21ce8fd29f63,"Crave High Protein Chicken Adult Grain-Free Dry Dog Food, 22-lb bag",75.0,daily_food,dog,True
602440e2-8f43-48c8-a618-b59db93dd7c7,"Rachael Ray Nutrish Variety Pack Wet Dog Food, 8-oz tub, case of 6",31.0,daily_food,dog,True
9257330e-41f3-466b-8735-a2f080e26f79,"Hill's Science Diet Adult Sensitive Stomach & Sensitive Skin Small Breed & Mini Breed Chicken Recipe Dry Dog Food, 4-lb bag",67.0,daily_food,dog,False
a6685b53-dd87-4152-ba27-fddb64f54ab7,"Instinct Ultimate Protein Cage-Free Chicken Recipe Grain-Free Dry Cat Food, 4-lb bag",82.0,daily_food,cat,True
406290f9-d959-4e4f-af26-9f3da20dfa07,"Purina Beneful Originals with Farm-Raised Beef Real Meat Dog Food, 14-lb bag",71.0,daily_food,dog,False
b742826a-1ba0-4874-8226-4af13035ce36,"Royal Canin Size Health Nutrition Small Adult Dry Dog Food, 28-lb bundle",73.0,daily_food,dog,False
0e1f43e9-45f9-4168-9c1a-017e485785fe,"Chewy Stews Chicken & Vegetables Recipe in Gravy Grain-Free Canned Dog Food (FORMERLY AMERICAN JOURNEY), 12.5-oz can, bundle of 24",76.0,daily_food,dog,True
ccb44649-392d-48e5-bd41-b30e29b9b96e,"Pupford Cheddar Crunchies Human-Grade Limited Ingredient Cheddar Cheese Flavored Crunchy Dog Treats, 0.75-oz bag",,treat,dog,False
7bfcc719-b828-4852-bafd-7f8c1040e84b,"Animals Like Us Raw100 Beef Organs Recipe Freeze-Dried Dog Food Mixer, 13-oz bag",80.0,daily_food,dog,False
8aeeed64-16c1-4c97-993b-fb12ddbac4b9,"Iams Proactive Health Healthy Aging with Real Chicken Senior Dry Dog Food, 29.1-lb bag",73.0,daily_food,dog,False
a7a93bc1-2819-4e50-9e7c-508d826429b2,"Rachael Ray Nutrish Soup Bones Long Lasting Chews Variety Pack Dog Treats, 22 Count",24.0,treat,dog,False
0e8503ac-8c6b-4c43-8ee2-718cfdd81c6c,"Reveal Natural Complete & Balanced Grain-Free Chicken Recipe Dry Cat Food, 3-lb bag",72.0,daily_food,cat,True
239e0ce3-8e82-46c0-914c-1627db0c3781,"ORIJEN Six Fish Grain-Free High-Protein Premium Dry Cat Food, 12-lb bag",76.0,daily_food,cat,True
eb67a77f-84da-4f22-9e74-89aee371623d,"Merrick Classic Healthy Grains Small Breed Recipe Adult Dry Dog Food, 4-lb bag",80.0,daily_food,dog,False
f35a3621-d617-4a62-9f9a-43417b6207d9,"Hill's Prescription Diet t/d Dental Care Chicken Flavor Dry Cat Food, 8.5-lb bag",67.0,daily_food,cat,False
a3784208-1019-48c7-bebe-8beea0cb84fe,"Pet 'n Shape Chik 'n Breast Dog Treats, 2-lb bag",,treat,dog,False
574b773b-6777-4049-8b25-89a9742af386,"Pedigree Chopped Ground Dinner Filet Mignon Flavor & Beef Adult Canned Wet Dog Food Variety Pack, 13.2-oz, case of 12",47.0,daily_food,dog,False
a8a833a4-d62a-4935-ba11-9c5ce8e08125,"Bil-Jac Smart-Jacs Digestive Support Soft Training Dog Treats, 4-oz bag",81.0,treat,dog,False
54c8d811-be7b-478a-8ceb-697ef30fc498,"Hill's Science Diet Adult Small Breed & Mini Breed Chicken Meal & Rice Recipe Dry Dog Food, 15.5-lb bag",70.0,daily_food,dog,False
d9bc442a-5618-4c02-9d23-d392268dd413,"Nature's Recipe Grain-Free Salmon, Sweet Potato & Pumpkin Recipe Dry Dog Food, 12-lb bag",68.0,daily_food,dog,True
ec5a2d76-15fd-468f-a6d1-07a7f947fef2,"Instinct FreshRaw Meals Variety Pack Dog Food, 8-oz, case of 6",90.0,daily_food,dog,False
fd7793da-7b21-4593-aa66-786e454b6bc6,"Buddy Biscuits Grain-Free Peanut Butter Dog Treats, 14-oz box",,treat,dog,True
8791f657-f055-404d-844c-4a30d8835d7a,"Iams Proactive Health Large Breed Adult with Real Chicken Dry Dog Food, 60-lb bundle",70.0,daily_food,dog,False
aa2075e7-96c8-4630-9aee-3f3bd68e695d,"Wysong Dream Chicken Freeze-Dried Raw Dog, Cat & Ferret Treats, 4.4-oz bag",83.0,daily_food,cat,False
a7bbafe4-bc7e-4074-92f1-86273b3cc5f8,"Temptations Classic Variety Pack Creamy Dairy, Tempting Tuna, Shrimpy Shrimp & Tantalizing Turkey Flavor Soft & Crunchy Cat Treats, 6.3-oz, case of 6",0.0,treat,cat,False
ec4ce702-30f7-4443-aa97-94d5a2ff1a11,"Diamond High Energy 24/20 for Highly Active, Sporting & Working Adult Dogs Dry Food, 100-lb bundle",74.0,daily_food,dog,False
aa4d72a7-b9f3-4c40-8e7a-3d74cd02f813,"Health Extension Little Bites Chicken & Brown Rice Recipe Dry Dog Food, 30-lb bag",88.0,daily_food,dog,False
837dcac7-c662-4508-a88b-55ce89446bba,"Purina ONE Chicken & Rice Formula Dry Dog Food, 4-lb bag",77.0,daily_food,dog,False
f0dab2f6-d38b-4a53-b9d3-9a9cb2c2217f,"Purina ONE +Plus Adult Skin & Coat Formula Dry Dog Food, 8-lb bag",77.0,daily_food,dog,False
9e751a30-ec83-4b11-a9b7-de44d75db122,"Tiki Dog Senior Mousse Grain-Free Chicken, Beef & Pumpkin in Broth Wet Dog Food, 3.5-oz pouch, case of 12",86.0,daily_food,dog,True
efdd7238-7d2c-48c2-8a9d-50306299b949,"Dr. Pol High Energy Chicken Recipe Dry Dog Food, 24-lb bag",81.0,daily_food,dog,True
effdc08d-5172-4799-b909-f69da3bc1e2f,"Solid Gold High Protein Gut Health Real Beef, Egg & Pea Grain-Free Dry Dog Food, 3.75-lb bag",73.0,daily_food,dog,True
af125cc0-7eb0-40be-b8fa-b43fca579b29,"Nulo Prowess Mature 12+ Salmon & Tuna Pate in Broth Senior Wet Cat Food, 2.8-oz can, case of 4",79.0,daily_food,cat,False
f691a74b-d233-4896-8228-9eccda9c8160,"Purina Pro Plan Sport Performance All Life Stages High-Protein 30/20 Chicken & Rice Formula Dry Dog Food, 50-lb bag",75.0,daily_food,dog,False
974dd305-2136-4807-923c-e9ddf82d47bd,"Nature's Recipe Mature Lamb & Rice Recipe Dry Dog Food, 24-lb bag",72.0,daily_food,dog,False
ab56c929-6c41-4eef-92e6-d55f03fd9304,"Purina Pro Plan Shredded Blend Adult Small Breed Chicken & Rice Formula Dry Dog Food, 34-lb bag",81.0,daily_food,dog,False
e68bb91c-b91d-437a-9d5a-db4cd96039cf,"Big Red High Protein Dog Food, 50-lb bag",63.0,daily_food,dog,False
9a3d914a-aba3-4421-90ce-32c5c27eff48,"Pork Chomps Real Chicken Wrapped Twists Dog Treats, Large, 4 count",,treat,dog,False
79eed7e0-9806-413f-8aeb-f13aa25c26df,"Health Extension Gently Cooked Beef & Potato Recipe Wet Dog Food, 9-oz pouch, 1 count",87.0,daily_food,dog,False
9d82705b-958c-487c-a1b8-4729ef6e0765,"Hill's Science Diet Adult Large Breed Chicken & Barley Dry Dog Food, 35-lb bag",70.0,daily_food,dog,False
0c4377fa-1528-4347-a412-5c39411660eb,"Rachael Ray Nutrish Tuna Purrfection Grain-Free Wet Cat Food, 2.8-oz, case of 12",80.0,daily_food,cat,True
